corpus_id,bucket,register,category,court,question_type,level,WC,FRE,ARI,TTR,MTLD,MCD,MaxCD,MLS,MLC,CT_T,DC_C,NomR,MAL,MaxAL,LeftBR,MeanArcCross,MaxArcCross,n_sent
arxiv_2605.19908v1,high_density,arxiv_abstract,cs.CL,,,,121,23.458,17.692,0.8017,170.81,1.1667,2,21.0,9.692,1.0,0.5385,0.1687,2.4635,14.167,0.525,1.2021,3.5,6
arxiv_2605.19852v1,high_density,arxiv_abstract,cs.CL,,,,178,13.865,18.006,0.7216,176.5,1.125,2,23.0,9.684,0.5455,0.5789,0.1322,2.5292,10.875,0.517,1.2708,3.75,8
arxiv_2605.19848v1,high_density,arxiv_abstract,cs.CL,,,,137,18.782,19.381,0.7445,150.15,1.3333,2,23.333,8.75,1.0,0.625,0.1818,2.4497,9.833,0.5224,1.2021,3.667,6
arxiv_2605.19846v1,high_density,arxiv_abstract,cs.CL,,,,210,-3.109,24.867,0.715,207.0,1.5,3,28.375,9.458,0.9,0.6667,0.1579,2.5041,13.625,0.5571,1.2031,3.75,8
arxiv_2605.19837v1,high_density,arxiv_abstract,cs.CL,,,,206,28.122,15.244,0.7487,221.77,1.25,3,28.875,12.158,0.4545,0.5789,0.1151,3.1614,15.625,0.5874,1.6259,4.375,8
arxiv_2605.19833v1,high_density,arxiv_abstract,cs.CL,,,,137,-6.931,23.904,0.7462,143.39,1.0,1,33.4,16.7,0.7143,0.5,0.1444,3.5166,16.4,0.5432,1.836,4.8,5
arxiv_2605.19824v1,high_density,arxiv_abstract,cs.CL,,,,157,-1.296,22.034,0.758,181.62,0.8571,1,23.429,10.25,0.7273,0.5625,0.1058,2.8467,12.429,0.4713,1.5079,3.857,7
arxiv_2605.19815v1,high_density,arxiv_abstract,cs.CL,,,,143,6.936,20.229,0.6972,96.55,1.3333,3,25.333,8.941,0.7778,0.6471,0.2188,2.5744,11.333,0.4726,1.3063,3.667,6
arxiv_2605.19806v1,high_density,arxiv_abstract,cs.CL,,,,147,0.106,23.948,0.7619,172.87,1.1667,2,26.167,11.214,0.8,0.5714,0.1293,3.0006,15.0,0.543,1.5738,4.5,6
arxiv_2605.19798v1,high_density,arxiv_abstract,cs.CL,,,,206,4.957,19.006,0.6262,107.91,1.5,3,26.125,8.038,0.8889,0.6923,0.1746,2.6427,13.5,0.5025,1.3597,4.0,8
arxiv_2605.19766v1,high_density,arxiv_abstract,cs.CL,,,,173,-4.864,21.66,0.7341,182.18,0.9,3,19.6,9.8,0.6154,0.5,0.128,2.9819,12.8,0.5323,1.4982,4.0,10
arxiv_2605.19762v1,high_density,arxiv_abstract,cs.CL,,,,188,7.032,22.163,0.7606,219.92,1.375,3,25.25,9.619,0.6,0.619,0.0903,2.667,12.125,0.6031,1.3558,3.625,8
arxiv_2605.19738v1,high_density,arxiv_abstract,cs.CL,,,,210,-1.003,21.793,0.7286,216.63,1.2,2,22.2,9.652,0.8,0.5652,0.1151,2.3857,9.8,0.5896,1.1242,3.3,10
arxiv_2605.19735v1,high_density,arxiv_abstract,cs.CL,,,,194,37.751,13.903,0.7112,145.92,0.8889,4,23.333,12.353,0.4545,0.5294,0.1212,2.7319,12.778,0.5721,1.383,4.111,9
arxiv_2605.19723v1,high_density,arxiv_abstract,cs.CL,,,,207,-29.498,26.207,0.6699,126.34,1.0,3,26.875,14.333,0.6667,0.5333,0.1565,2.5985,14.0,0.4879,1.2896,3.625,8
arxiv_2605.19718v1,high_density,arxiv_abstract,cs.CL,,,,124,11.098,23.375,0.7177,124.0,0.8,1,27.8,13.9,0.6667,0.5,0.1154,3.071,15.8,0.5373,1.6145,4.4,5
arxiv_2605.19714v1,high_density,arxiv_abstract,cs.CL,,,,130,-4.531,21.504,0.6923,106.24,1.0,2,22.667,9.714,0.6667,0.6429,0.1633,2.5544,12.667,0.5077,1.2928,3.833,6
arxiv_2605.19711v1,high_density,arxiv_abstract,cs.CL,,,,132,29.798,15.698,0.6894,99.59,0.625,2,17.25,10.615,0.4545,0.3846,0.1758,2.3946,8.5,0.5538,1.1096,3.25,8
arxiv_2605.19660v1,high_density,arxiv_abstract,cs.CL,,,,231,4.773,19.26,0.6883,163.27,1.1,4,25.0,10.87,0.3846,0.5652,0.1438,2.8631,11.6,0.5542,1.4692,4.2,10
arxiv_2605.19645v1,high_density,arxiv_abstract,cs.CL,,,,199,27.199,15.525,0.6497,121.6,0.4545,2,18.727,13.733,0.3636,0.3333,0.1846,2.6014,11.0,0.5077,1.2587,3.545,11
arxiv_2605.19633v1,high_density,arxiv_abstract,cs.CL,,,,182,8.966,22.066,0.7247,179.53,1.3333,3,34.0,15.692,0.5455,0.6154,0.0797,3.174,16.5,0.5505,1.7395,5.167,6
arxiv_2605.19597v1,high_density,arxiv_abstract,cs.CL,,,,172,4.008,21.715,0.7246,168.38,0.8571,2,27.0,13.5,0.3333,0.5,0.0522,2.6939,12.571,0.5769,1.3559,3.857,7
arxiv_2605.19577v1,high_density,arxiv_abstract,cs.CL,,,,220,3.26,21.135,0.7189,198.61,0.6667,2,20.667,11.81,0.5,0.5714,0.1455,2.5318,10.417,0.5763,1.1419,3.25,12
arxiv_2605.19576v1,high_density,arxiv_abstract,cs.CL,,,,162,22.687,17.755,0.8105,226.02,2.25,3,46.5,10.941,0.8571,0.7647,0.1393,3.3775,21.5,0.5714,1.8433,5.25,4
arxiv_2605.19575v1,high_density,arxiv_abstract,cs.CL,,,,93,18.585,16.682,0.7033,79.45,1.5,3,23.5,9.4,0.6,0.6,0.1667,2.4153,11.5,0.5,1.2131,3.5,4
arxiv_2605.19568v1,high_density,arxiv_abstract,cs.CL,,,,199,-8.615,23.826,0.7286,205.34,1.1111,3,23.333,9.545,0.6667,0.5909,0.1224,2.4111,9.333,0.5622,1.1696,3.778,9
arxiv_2605.19523v1,high_density,arxiv_abstract,cs.CL,,,,192,-7.812,22.059,0.6771,124.59,0.6667,2,22.778,12.059,0.4545,0.4706,0.0942,2.746,12.667,0.5663,1.3869,4.0,9
arxiv_2605.19516v1,high_density,arxiv_abstract,cs.CL,,,,154,14.8,18.168,0.7532,174.75,1.2857,3,23.429,9.111,0.8889,0.6111,0.101,2.9791,13.286,0.5159,1.5754,4.286,7
arxiv_2605.19514v1,high_density,arxiv_abstract,cs.CL,,,,181,5.146,24.411,0.6188,87.48,1.1667,2,32.5,10.833,0.875,0.6667,0.0952,3.1025,16.5,0.6138,1.6775,4.833,6
arxiv_2605.19470v1,high_density,arxiv_abstract,cs.CL,,,,149,11.861,21.586,0.7192,146.0,1.4,2,31.8,13.25,0.75,0.6667,0.1028,3.0642,15.8,0.5714,1.6988,4.6,5
arxiv_2605.19436v1,high_density,arxiv_abstract,cs.CL,,,,250,28.502,14.542,0.6463,133.45,1.1818,3,23.182,9.808,0.8333,0.5769,0.0638,2.6779,13.727,0.5779,1.3387,3.636,11
arxiv_2605.19433v1,high_density,arxiv_abstract,cs.CL,,,,227,1.178,21.811,0.6327,129.75,1.0,2,24.0,9.231,0.5833,0.6538,0.1049,2.8202,12.2,0.613,1.4601,4.2,10
arxiv_2605.19416v1,high_density,arxiv_abstract,cs.CL,,,,212,-7.072,24.639,0.684,149.27,1.0,1,31.857,13.938,1.0,0.5625,0.1533,2.6148,12.0,0.5741,1.3422,4.286,7
arxiv_2605.19394v1,high_density,arxiv_abstract,cs.CL,,,,174,2.917,20.385,0.7706,207.49,1.1667,2,31.667,11.875,0.6,0.625,0.1043,3.2025,17.5,0.4728,1.7504,4.667,6
arxiv_2605.19358v1,high_density,arxiv_abstract,cs.CL,,,,152,7.469,21.139,0.7086,119.38,1.2,3,32.2,10.733,0.4,0.6667,0.1053,3.1674,16.6,0.4872,1.7757,4.8,5
arxiv_2605.19357v1,high_density,arxiv_abstract,cs.CL,,,,179,0.561,20.595,0.6983,127.25,0.9,2,19.1,9.095,0.75,0.5238,0.1756,2.352,9.0,0.547,1.103,3.1,10
arxiv_2605.19351v1,high_density,arxiv_abstract,cs.CL,,,,230,-0.497,24.999,0.7,144.61,1.4286,5,33.857,10.304,0.5,0.6957,0.1528,3.2762,19.714,0.513,1.7734,4.857,7
arxiv_2605.19346v1,high_density,arxiv_abstract,cs.CL,,,,129,55.365,12.221,0.6174,57.74,0.6,1,26.0,16.25,0.5714,0.375,0.0566,2.9661,14.2,0.472,1.5936,4.6,5
arxiv_2605.19344v1,high_density,arxiv_abstract,cs.CL,,,,148,-15.983,25.783,0.7397,157.07,1.0,2,26.0,12.0,0.5714,0.6154,0.2647,3.0393,16.333,0.54,1.5568,4.0,6
arxiv_2605.19341v1,high_density,arxiv_abstract,cs.CL,,,,254,6.858,22.089,0.6811,167.62,1.4,3,26.3,9.741,0.5263,0.6296,0.1637,2.5785,11.8,0.5099,1.3175,4.4,10
arxiv_2605.19338v1,high_density,arxiv_abstract,cs.CL,,,,215,11.107,21.466,0.7524,232.98,0.8889,2,26.889,12.737,0.5833,0.5263,0.1172,2.7841,13.889,0.4893,1.377,3.889,9
arxiv_2605.19316v1,high_density,arxiv_abstract,cs.CL,,,,139,-5.798,24.627,0.7194,125.14,1.8,3,29.2,7.3,1.0,0.75,0.0505,2.4843,12.2,0.5532,1.235,3.6,5
arxiv_2605.19309v1,high_density,arxiv_abstract,cs.CL,,,,133,-5.821,25.502,0.8333,221.76,0.6667,2,25.0,15.0,0.4444,0.4,0.2059,3.2501,13.667,0.6111,1.6943,4.5,6
arxiv_2605.19285v1,high_density,arxiv_abstract,cs.CL,,,,254,6.492,19.861,0.631,137.11,1.0,3,22.083,7.794,0.6429,0.6471,0.1242,2.3821,10.5,0.5613,1.1127,3.417,12
arxiv_2605.19284v1,high_density,arxiv_abstract,cs.CL,,,,167,17.996,20.465,0.6766,110.33,2.1667,4,27.833,7.952,0.75,0.7143,0.1368,2.4477,11.0,0.5714,1.2252,3.333,6
arxiv_2605.19276v1,high_density,arxiv_abstract,cs.CL,,,,215,-5.893,23.222,0.6744,120.38,0.875,3,28.75,14.375,0.6667,0.5,0.156,3.0745,17.375,0.5,1.5774,4.625,8
arxiv_2605.19274v1,high_density,arxiv_abstract,cs.CL,,,,146,-0.391,22.425,0.7586,168.2,1.2,2,31.2,11.143,0.5,0.6429,0.1731,2.7087,15.8,0.5033,1.436,4.4,5
arxiv_2605.19270v1,high_density,arxiv_abstract,cs.CL,,,,161,-0.423,21.971,0.725,144.47,1.7143,4,24.714,8.65,0.6667,0.65,0.1491,2.6197,11.571,0.506,1.3099,3.571,7
arxiv_2605.19266v1,high_density,arxiv_abstract,cs.CL,,,,144,30.743,16.591,0.7413,154.75,1.0,2,23.714,11.067,1.0,0.6,0.0918,3.0826,11.429,0.4969,1.5435,4.429,7
arxiv_2605.19234v1,high_density,arxiv_abstract,cs.CL,,,,160,22.201,18.279,0.5813,60.16,0.5,1,26.833,14.636,0.4286,0.4545,0.087,2.3729,15.5,0.471,1.2059,3.333,6
arxiv_2605.19228v1,high_density,arxiv_abstract,cs.CL,,,,169,10.687,20.542,0.7771,208.53,1.7143,2,25.857,9.05,0.6667,0.7,0.124,2.9121,13.0,0.546,1.5513,4.143,7
arxiv_2605.19224v1,high_density,arxiv_abstract,cs.CL,,,,205,28.623,15.229,0.598,94.4,1.0,2,19.182,9.174,0.9,0.5652,0.119,2.5787,11.273,0.515,1.2962,3.636,11
arxiv_2605.19220v1,high_density,arxiv_abstract,cs.CL,,,,201,5.544,21.539,0.6567,116.58,1.5714,3,29.286,9.318,0.8,0.6818,0.136,2.4853,13.571,0.5051,1.2678,3.286,7
arxiv_2605.19196v1,high_density,arxiv_abstract,cs.CL,,,,219,-11.014,23.986,0.7037,170.35,0.8889,2,26.444,11.9,0.4545,0.65,0.186,3.0853,14.444,0.5328,1.5883,4.444,9
arxiv_2605.19194v1,high_density,arxiv_abstract,cs.CL,,,,155,23.433,14.899,0.74,161.54,0.875,2,20.375,9.588,0.75,0.5294,0.0918,2.412,8.375,0.5484,1.1089,3.5,8
arxiv_2605.19173v1,high_density,arxiv_abstract,cs.CL,,,,143,14.408,17.195,0.741,150.27,1.3333,2,25.167,9.438,0.8571,0.625,0.119,2.3978,9.667,0.4552,1.1233,3.5,6
arxiv_2605.19149v1,high_density,arxiv_abstract,cs.CL,,,,201,21.614,15.287,0.63,109.78,1.3333,3,22.778,8.542,0.8333,0.625,0.0826,2.6193,13.111,0.4184,1.3235,4.111,9
arxiv_2605.19141v1,high_density,arxiv_abstract,cs.CL,,,,186,7.669,20.025,0.6667,121.42,1.375,3,24.5,9.333,0.875,0.619,0.1638,2.5437,10.5,0.5851,1.2478,4.0,8
arxiv_2605.19130v1,high_density,arxiv_abstract,cs.CL,,,,206,6.072,24.88,0.6602,138.06,2.0,3,36.0,10.286,0.8889,0.7143,0.0625,2.8019,18.167,0.4857,1.5635,4.833,6
arxiv_2605.19099v1,high_density,arxiv_abstract,cs.CL,,,,202,8.944,19.544,0.7268,198.83,0.6667,3,37.667,17.385,0.1429,0.6154,0.2109,3.2935,22.333,0.5727,1.6851,4.833,6
arxiv_2605.19092v1,high_density,arxiv_abstract,cs.CL,,,,216,-2.0,23.758,0.7009,191.62,0.8889,2,26.222,13.111,0.5333,0.5,0.1243,2.8615,11.778,0.5683,1.4952,4.222,9
arxiv_2605.19077v1,high_density,arxiv_abstract,cs.CL,,,,190,14.45,16.843,0.7582,210.79,1.5714,3,30.286,11.158,0.8889,0.6842,0.1268,3.049,12.429,0.5463,1.5588,4.571,7
arxiv_2605.19069v1,high_density,arxiv_abstract,cs.CL,,,,214,14.79,19.759,0.7019,153.31,0.8889,4,24.889,12.444,0.3846,0.5,0.112,2.6738,11.667,0.5488,1.32,4.111,9
arxiv_2605.19066v1,high_density,arxiv_abstract,cs.CL,,,,202,-14.271,25.83,0.7228,203.01,1.7143,4,30.429,9.682,0.5455,0.6818,0.1429,3.0563,15.429,0.568,1.6217,4.0,7
arxiv_2605.19008v1,high_density,arxiv_abstract,cs.CL,,,,199,22.49,16.633,0.6719,108.69,0.8889,2,25.333,13.412,0.8182,0.4706,0.1172,3.1246,14.778,0.5616,1.5852,4.222,9
arxiv_2605.18753v1,high_density,arxiv_abstract,cs.CL,,,,192,22.969,19.517,0.623,104.74,1.125,2,25.375,11.278,0.8,0.5556,0.1148,3.0299,13.875,0.5385,1.6383,4.875,8
arxiv_2605.18747v1,high_density,arxiv_abstract,cs.CL,,,,244,4.372,21.048,0.6557,142.09,0.7273,2,23.091,13.368,0.4615,0.4211,0.1751,2.4575,12.727,0.4691,1.1348,3.0,11
arxiv_2605.18746v1,high_density,arxiv_abstract,cs.CL,,,,243,7.445,22.168,0.7386,258.14,1.5556,3,28.111,8.724,0.7692,0.6897,0.2096,2.5843,13.556,0.5,1.3285,4.0,9
arxiv_2605.18740v2,high_density,arxiv_abstract,cs.CL,,,,177,0.021,24.396,0.7062,155.67,1.1429,4,29.286,12.059,0.625,0.5882,0.1374,3.0351,15.286,0.5808,1.5443,4.143,7
arxiv_2605.18732v1,high_density,arxiv_abstract,cs.CL,,,,108,18.844,16.889,0.7864,135.02,1.0,2,22.8,11.4,0.8,0.5,0.1549,2.4353,12.0,0.5596,1.2035,3.6,5
arxiv_2605.18721v1,high_density,arxiv_abstract,cs.CL,,,,223,26.542,17.98,0.6937,166.19,1.1111,2,27.222,9.8,0.6471,0.64,0.0889,2.9692,12.889,0.5169,1.5846,4.333,9
arxiv_2605.18703v1,high_density,arxiv_abstract,cs.CL,,,,195,-3.88,22.301,0.7021,173.13,0.875,1,25.75,12.875,0.7273,0.5,0.1374,2.8296,13.625,0.4949,1.4536,4.125,8
arxiv_2605.18936v1,high_density,arxiv_abstract,cs.CL,,,,191,22.669,15.753,0.6952,158.49,1.0,3,25.25,11.882,0.7,0.5294,0.1203,2.9493,11.5,0.5258,1.5839,4.375,8
arxiv_2605.18673v1,high_density,arxiv_abstract,cs.CL,,,,192,0.056,22.583,0.7448,210.65,1.2857,2,28.143,9.85,0.7778,0.65,0.1353,2.5839,15.143,0.5053,1.3084,3.714,7
arxiv_2605.18663v1,high_density,arxiv_abstract,cs.CL,,,,252,2.993,22.159,0.7325,254.36,0.9,2,26.6,10.231,0.5294,0.6154,0.1317,2.5496,12.6,0.5234,1.1965,3.6,10
arxiv_2605.18648v1,high_density,arxiv_abstract,cs.CL,,,,136,14.628,19.93,0.7279,137.98,1.1667,2,24.333,8.111,0.625,0.6667,0.0588,2.6405,13.167,0.5286,1.338,3.667,6
arxiv_2605.18646v1,high_density,arxiv_abstract,cs.CL,,,,153,8.235,22.407,0.6533,84.33,1.8,2,32.2,11.5,0.8,0.7143,0.1176,3.351,19.8,0.5962,1.977,5.2,5
arxiv_2605.18643v1,high_density,arxiv_abstract,cs.CL,,,,169,15.533,17.132,0.7273,169.4,0.7143,1,26.857,14.462,0.4,0.5385,0.0813,3.0654,13.286,0.5193,1.6425,4.857,7
arxiv_2605.18607v1,high_density,arxiv_abstract,cs.CL,,,,210,3.962,23.407,0.6765,143.93,1.5,3,37.167,13.118,0.625,0.6471,0.1042,2.7993,14.667,0.553,1.4799,4.333,6
arxiv_2605.18592v1,high_density,arxiv_abstract,cs.CL,,,,252,10.714,21.43,0.6574,179.44,1.2,2,26.3,10.115,0.7368,0.6154,0.0966,2.6395,10.6,0.5415,1.3759,4.2,10
arxiv_2605.18583v1,high_density,arxiv_abstract,cs.CL,,,,255,33.541,14.877,0.7178,210.42,0.9091,2,26.0,11.44,0.5625,0.56,0.0964,3.28,17.273,0.5564,1.7071,4.364,11
arxiv_2605.18572v1,high_density,arxiv_abstract,cs.CL,,,,175,-0.521,22.558,0.8,245.0,1.1429,3,26.429,10.278,0.6667,0.6111,0.1353,2.9554,15.571,0.618,1.5341,4.571,7
arxiv_2605.18567v1,high_density,arxiv_abstract,cs.CL,,,,121,25.556,15.395,0.7025,97.07,0.8333,2,20.5,10.25,0.5,0.5,0.1644,2.1052,8.0,0.5214,0.936,2.833,6
arxiv_2605.18565v2,high_density,arxiv_abstract,cs.CL,,,,246,-0.143,20.044,0.639,139.64,1.3333,3,28.778,10.792,0.625,0.6667,0.1395,2.5507,15.667,0.472,1.2078,3.778,9
arxiv_2605.18563v1,high_density,arxiv_abstract,cs.CL,,,,115,2.569,23.113,0.7304,119.45,1.5,3,31.5,12.6,0.6,0.6,0.2,2.5026,17.25,0.4426,1.2604,3.5,4
arxiv_2605.18549v1,high_density,arxiv_abstract,cs.CL,,,,228,11.3,18.086,0.6608,131.96,0.7692,2,18.385,8.852,0.5833,0.5556,0.0959,2.0682,7.923,0.5531,0.9226,2.538,13
arxiv_2605.18548v1,high_density,arxiv_abstract,cs.CL,,,,192,1.819,22.461,0.7474,210.58,1.7143,3,29.571,9.0,0.8,0.6957,0.0732,2.8151,13.429,0.57,1.4691,4.0,7
arxiv_2605.18530v1,high_density,arxiv_abstract,cs.CL,,,,196,15.151,18.625,0.6667,115.24,1.4444,3,23.111,8.32,0.6667,0.68,0.0938,2.8351,10.222,0.5528,1.5008,4.222,9
arxiv_2605.18512v1,high_density,arxiv_abstract,cs.CL,,,,158,33.652,17.569,0.7643,186.53,2.0,3,34.8,7.565,0.8889,0.7826,0.1111,3.1858,15.6,0.497,1.7787,5.0,5
arxiv_2605.18504v1,high_density,arxiv_abstract,cs.CL,,,,188,36.133,16.192,0.6957,152.45,1.25,3,26.25,11.667,0.875,0.5556,0.1293,2.9695,12.375,0.5693,1.5017,4.375,8
arxiv_2605.18500v1,high_density,arxiv_abstract,cs.CL,,,,156,7.159,18.344,0.6797,76.72,0.7143,2,23.429,13.667,0.6,0.5,0.1584,2.4955,12.571,0.5223,1.2068,3.571,7
arxiv_2605.18490v1,high_density,arxiv_abstract,cs.CL,,,,232,41.389,14.432,0.6522,133.71,0.7273,2,22.182,11.091,0.5,0.5,0.089,2.5795,12.455,0.6438,1.3127,3.455,11
arxiv_2605.18474v2,high_density,arxiv_abstract,cs.CL,,,,150,-10.059,22.851,0.7667,180.0,1.1429,2,22.286,9.176,0.75,0.5882,0.1887,2.6493,11.286,0.5638,1.3228,3.714,7
arxiv_2605.18462v1,high_density,arxiv_abstract,cs.CL,,,,134,33.276,16.837,0.7015,104.62,0.6667,2,23.667,14.2,0.5,0.4,0.1585,2.7004,11.167,0.5441,1.309,4.0,6
arxiv_2605.18445v2,high_density,arxiv_abstract,cs.CL,,,,242,13.771,19.066,0.6074,122.73,1.3636,3,22.545,9.185,0.8462,0.6296,0.0823,2.3731,8.545,0.5781,1.1617,3.455,11
arxiv_2605.18421v1,high_density,arxiv_abstract,cs.CL,,,,185,14.742,18.753,0.7174,151.1,1.3333,3,22.0,9.0,0.4286,0.5909,0.053,2.5994,11.222,0.5397,1.2499,3.778,9
arxiv_2605.18401v1,high_density,arxiv_abstract,cs.CL,,,,174,15.624,17.355,0.7368,181.94,0.5556,1,20.444,12.267,0.4286,0.4,0.1765,2.8124,12.444,0.52,1.4053,4.0,9
arxiv_2605.18352v1,high_density,arxiv_abstract,cs.CL,,,,159,22.783,18.13,0.7342,166.43,1.0,2,20.375,9.588,0.6667,0.5294,0.1359,2.5377,10.75,0.4903,1.2757,3.875,8
arxiv_2605.18337v1,high_density,arxiv_abstract,cs.CL,,,,148,25.145,17.989,0.7793,183.97,0.5714,2,22.714,14.455,0.4,0.4545,0.0408,2.6188,10.714,0.5066,1.2634,3.714,7
arxiv_2605.18271v1,high_density,arxiv_abstract,cs.CL,,,,160,20.338,16.979,0.7419,168.18,0.8571,2,24.429,12.214,0.5,0.5,0.1443,2.8832,13.429,0.5183,1.5092,4.286,7
arxiv_2605.18261v1,high_density,arxiv_abstract,cs.CL,,,,145,0.857,21.02,0.6414,95.48,1.0,2,21.857,9.562,0.7143,0.5625,0.1818,2.4207,12.857,0.5,1.1761,3.429,7
arxiv_2605.18257v1,high_density,arxiv_abstract,cs.CL,,,,134,-7.68,22.412,0.7463,134.01,0.7143,2,20.429,13.0,0.6667,0.4545,0.1827,2.512,11.286,0.5294,1.1505,3.286,7
arxiv_2605.18253v1,high_density,arxiv_abstract,cs.CL,,,,164,12.185,20.9,0.6768,99.29,0.625,2,21.5,12.286,0.5,0.4286,0.1182,2.6846,12.75,0.5244,1.3521,3.75,8
arxiv_2605.18239v1,high_density,arxiv_abstract,cs.CL,,,,164,36.534,15.094,0.6107,70.29,1.0,2,24.714,12.357,0.6667,0.5,0.0857,3.3841,18.857,0.506,1.6193,4.286,7
arxiv_2605.18232v1,high_density,arxiv_abstract,cs.CL,,,,170,22.371,17.436,0.7012,129.17,0.5,1,31.167,20.778,0.3333,0.3333,0.1313,3.5411,21.667,0.5691,1.9197,4.333,6
arxiv_2605.18226v1,high_density,arxiv_abstract,cs.CL,,,,155,20.153,17.581,0.7143,141.54,1.3333,2,28.0,11.2,0.8571,0.6667,0.1553,2.6846,11.833,0.5309,1.3746,4.0,6
arxiv_2605.18221v1,high_density,arxiv_abstract,cs.CL,,,,240,10.99,20.834,0.6458,137.2,0.8333,3,21.667,12.381,0.5,0.4762,0.1285,2.6435,10.167,0.5645,1.3316,4.167,12
arxiv_2605.18211v1,high_density,arxiv_abstract,cs.CL,,,,125,5.916,24.829,0.75,138.88,1.25,2,34.75,13.9,0.8,0.7,0.1358,3.21,16.25,0.5852,1.784,4.75,4
arxiv_2605.18181v1,high_density,arxiv_abstract,cs.CL,,,,196,-3.203,23.309,0.6939,158.45,1.875,3,25.25,8.08,1.0,0.68,0.1469,2.5339,10.25,0.5103,1.2926,3.75,8
arxiv_2605.18163v1,high_density,arxiv_abstract,cs.CL,,,,210,9.959,17.755,0.734,161.49,0.7778,2,24.889,12.444,0.4,0.5556,0.15,2.5962,10.667,0.5442,1.2652,3.889,9
arxiv_2605.18155v1,high_density,arxiv_abstract,cs.CL,,,,132,2.487,21.291,0.803,187.64,1.0,2,23.0,10.615,0.5,0.5385,0.1461,2.5363,11.667,0.5076,1.2555,3.667,6
arxiv_2605.18113v1,high_density,arxiv_abstract,cs.CL,,,,196,26.024,16.244,0.6443,112.87,0.6364,2,18.091,9.95,0.4286,0.45,0.1826,2.2139,8.364,0.5053,1.008,3.091,11
arxiv_2605.18111v1,high_density,arxiv_abstract,cs.CL,,,,171,7.034,20.85,0.7427,186.08,0.8571,2,25.571,10.529,0.6667,0.6471,0.1101,2.625,14.0,0.564,1.3113,3.571,7
arxiv_2605.18105v1,high_density,arxiv_abstract,cs.CL,,,,107,26.864,14.077,0.7383,114.49,0.4,1,21.8,15.571,0.4,0.2857,0.0984,2.3435,8.8,0.4231,1.1291,3.8,5
arxiv_2605.18083v1,high_density,arxiv_abstract,cs.CL,,,,140,-1.76,23.409,0.7571,161.41,1.1667,2,25.333,8.0,1.0,0.6842,0.1262,2.9885,15.667,0.5479,1.5685,4.333,6
arxiv_2605.18079v1,high_density,arxiv_abstract,cs.CL,,,,166,13.055,20.815,0.7048,166.0,1.7143,3,24.286,7.727,0.7273,0.6818,0.1589,2.1994,9.714,0.4601,1.0463,3.429,7
arxiv_2605.18071v1,high_density,arxiv_abstract,cs.CL,,,,214,18.244,19.376,0.6963,168.57,1.125,2,28.5,10.364,0.6429,0.6364,0.1049,3.0605,15.75,0.5182,1.6786,4.75,8
arxiv_2605.18067v1,high_density,arxiv_abstract,cs.CL,,,,200,25.795,15.982,0.6566,109.45,1.75,3,25.75,8.957,0.9,0.6522,0.093,2.7189,12.875,0.5202,1.4337,3.875,8
arxiv_2605.18053v1,high_density,arxiv_abstract,cs.CL,,,,205,40.665,16.673,0.7121,169.99,1.25,2,31.5,12.6,0.4545,0.65,0.1603,3.3404,19.375,0.5738,1.7613,4.875,8
arxiv_2605.18032v1,high_density,arxiv_abstract,cs.CL,,,,189,17.062,18.355,0.6757,139.57,1.125,3,25.625,12.059,0.5,0.5882,0.0935,2.8393,12.375,0.4975,1.4352,4.0,8
arxiv_2605.18007v1,high_density,arxiv_abstract,cs.CL,,,,152,12.228,18.608,0.78,190.91,1.0,2,22.714,9.938,0.6,0.5625,0.156,2.8446,13.0,0.4868,1.5121,4.286,7
arxiv_2605.18001v1,high_density,arxiv_abstract,cs.CL,,,,175,-1.972,21.912,0.6857,120.9,1.0,2,22.25,11.125,0.7273,0.5,0.1552,2.3663,10.25,0.5118,1.1194,3.375,8
arxiv_2605.17989v1,high_density,arxiv_abstract,cs.CL,,,,136,6.718,20.735,0.7612,157.12,1.4,3,28.6,10.214,0.75,0.6429,0.1064,2.5731,13.2,0.5072,1.2805,3.8,5
arxiv_2605.17978v1,high_density,arxiv_abstract,cs.CL,,,,157,-8.862,25.133,0.7389,168.33,1.1667,2,27.667,9.222,1.0,0.6667,0.17,2.6345,13.167,0.525,1.3115,4.0,6
arxiv_2605.17937v1,high_density,arxiv_abstract,cs.CL,,,,176,-10.404,25.912,0.763,204.39,1.1667,2,30.333,11.375,0.8571,0.625,0.1638,2.8089,16.833,0.5284,1.4937,4.667,6
arxiv_2605.17936v1,high_density,arxiv_abstract,cs.CL,,,,161,26.834,14.663,0.6433,84.44,2.3333,5,27.5,6.875,0.8571,0.75,0.0792,2.2842,11.833,0.4906,1.1262,3.167,6
arxiv_2605.17932v1,high_density,arxiv_abstract,cs.CL,,,,190,-3.384,23.633,0.7037,189.0,1.3333,2,21.778,8.522,0.75,0.6087,0.1957,2.5933,10.333,0.5455,1.3089,3.889,9
arxiv_2605.17911v1,high_density,arxiv_abstract,cs.CL,,,,190,2.766,21.734,0.7128,162.32,0.6,1,19.6,13.067,0.6,0.4667,0.2016,2.2955,9.0,0.4731,1.0274,3.1,10
arxiv_2605.17903v1,high_density,arxiv_abstract,cs.CL,,,,198,50.129,12.761,0.6378,94.16,0.6364,2,18.909,12.235,0.5,0.4118,0.0417,2.2688,6.636,0.5482,1.0574,3.727,11
